number_of_seats,length_mm,width_mm,height_mm,curb_weight_kg,maximum_torque_n_m,number_of_cylinders,valves_per_cylinder,turnover_of_maximum_torque_rpm,capacity_cm3,engine_hp,engine_hp_rpm,number_of_gears,injection_type_Injector,injection_type_Monoinjection,injection_type_Multi-point fuel injection,injection_type_carburetor,injection_type_direct injection,cylinder_layout_Opposed,cylinder_layout_Rotary-piston,cylinder_layout_V-type,cylinder_layout_W-type,cylinder_layout_inline,engine_type_Gas,engine_type_Gasoline,engine_type_Hybrid,boost_type_none,drive_wheels_Four wheel drive (4WD),drive_wheels_Front wheel drive,drive_wheels_Rear wheel drive,mixed_fuel_consumption_per_100_km_l
2,4440,1904,1244,1735,430,8,4,6000,4163,430,7900,6,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,14.4
2,4440,1904,1244,1760,430,8,4,6000,4163,430,7900,7,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,12.6
2,4440,1904,1244,1820,530,10,4,6500,5204,525,8000,6,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,14.9
2,4440,1904,1244,1820,530,10,4,6500,5204,525,8000,7,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,13.3
2,4426,1940,1240,1640,541,10,4,6500,5204,540,8250,7,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,11.4
2,4426,1940,1240,1630,560,10,4,6500,5204,610,8250,7,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,12.3
2,4426,1940,1240,1695,540,10,4,6500,5204,548,8250,7,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,13.8
2,4426,1940,1240,1645,560,10,4,6500,5204,619,8250,7,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,13.8
2,4426,1940,1244,1695,560,10,4,6500,5204,610,8250,7,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,12.5
2,4426,1940,1244,1720,541,10,4,6500,5204,540,8250,7,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,11.7
2,4426,1940,1244,1795,540,10,4,6500,5204,548,8250,7,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,13.1
5,4400,1716,1375,1444,309,5,4,1950,2226,220,5900,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.4
5,4400,1715,1375,1463,350,5,4,1950,2226,230,5900,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.1
5,4510,1695,1385,1540,350,5,4,1950,2226,230,5900,6,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10.3
5,4159,1763,1415,1420,270,4,5,2100,1781,210,5800,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.1
5,4159,1763,1415,1420,280,4,5,2200,1781,225,5900,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.3
5,4797,1804,1430,1621,400,8,4,4000,4172,326,5800,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,13.0
4,4178,1842,1352,1260,280,4,4,1800,1984,200,5100,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,7.7
4,4178,1842,1352,1260,280,4,4,1800,1984,200,5100,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,7.7
4,4178,1842,1352,1260,280,4,4,1800,1984,200,5100,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7.7
4,4178,1842,1352,1410,320,4,4,3200,3189,250,6300,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,10.3
4,4178,1842,1352,1435,320,4,4,3200,3189,250,6300,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,9.4
2,4178,1842,1352,1295,280,4,4,1800,1984,200,5100,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,7.8
2,4178,1842,1352,1315,280,4,4,1800,1984,200,5100,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,7.8
2,4178,1842,1352,1405,280,4,4,1800,1984,200,5100,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7.8
2,4041,1764,1349,1470,320,6,4,3200,3189,250,6300,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,10.4
2,4041,1764,1349,1520,320,6,4,3200,3189,250,6300,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,9.8
4,4178,1842,1352,1310,350,4,4,2500,1984,272,6000,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8.1
2,4178,1842,1352,1455,350,4,4,2500,1984,272,6000,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8.1
4,4198,1952,1345,1485,350,4,4,5000,1984,272,6000,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7.9
2,4198,1952,1350,1455,350,4,4,5000,1984,272,6000,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8.1
2,4198,1952,1350,1475,350,4,4,5000,1984,272,6000,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7.9
4,4041,1764,1346,1320,235,4,5,5000,1781,180,5500,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.1
4,4041,1764,1346,1280,210,4,5,4600,1781,150,5700,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.1
4,4041,1764,1346,1240,235,4,5,5000,1781,180,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.1
4,4041,1764,1345,1410,235,4,5,5000,1781,180,5500,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.4
4,4041,1764,1345,1465,280,4,5,5500,1781,225,5900,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.4
4,4041,1764,1345,1490,320,4,4,3200,3200,250,6300,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,9.8
4,4041,1764,1345,1520,320,4,4,3200,3200,250,6300,6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,10.6
2,4041,1764,1359,1340,235,4,5,1950,1781,180,5500,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.2
2,4041,1764,1349,1340,210,4,5,4600,1781,150,5700,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.2
2,4041,1764,1349,1310,235,4,5,1950,1781,180,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.2
2,4041,1764,1348,1465,235,4,5,1950,1781,180,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.5
2,4041,1764,1348,1515,280,4,5,2200,1781,225,5900,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.4
2,4041,1764,1348,1560,320,6,4,3200,3189,250,6300,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,10.7
2,4041,1764,1348,1590,320,6,4,3200,3189,250,6300,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,9.9
4,4041,1764,1346,1320,235,4,5,5000,1781,180,5500,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.1
4,4041,1764,1346,1280,210,4,5,4600,1781,150,5700,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.1
4,4041,1764,1346,1240,235,4,5,5000,1781,180,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.1
4,4041,1764,1345,1410,235,4,5,5000,1781,180,5500,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.4
4,4041,1764,1345,1465,280,4,5,5500,1781,225,5900,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.4
4,4041,1764,1343,1390,320,4,5,5000,1781,240,5700,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.3
4,4041,1764,1345,1490,320,4,4,3200,3200,250,6300,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,9.8
4,4041,1764,1345,1520,320,4,4,3200,3200,250,6300,6,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,10.6
2,4041,1764,1359,1340,235,4,5,1950,1781,180,5500,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.2
2,4041,1764,1349,1340,210,4,5,4600,1781,150,5700,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.2
2,4041,1764,1349,1310,235,4,5,1950,1781,180,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8.2
2,4041,1764,1348,1465,235,4,5,1950,1781,180,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.5
2,4041,1764,1348,1515,280,4,5,2200,1781,225,5900,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.4
2,4041,1764,1348,1560,320,6,4,3200,3189,250,6300,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,10.7
2,4041,1764,1348,1590,320,6,4,3200,3189,250,6300,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,9.9
5,4875,1815,1420,1710,340,8,4,4000,3562,250,5800,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,12.1
5,4875,1815,1420,1710,400,8,4,4000,4172,280,5800,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,12.5
5,5390,1930,1515,2580,835,8,2,3250,6750,405,4000,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,19.2
5,5390,1932,1515,2585,875,8,2,3250,6761,460,4100,6,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,19.5
5,5640,1932,1515,2655,835,8,2,3250,6750,405,4000,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,20.6
5,5640,1932,1515,2655,875,8,2,1800,6761,460,4100,6,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,19.5
5,5405,1930,1515,2585,875,8,2,3250,6750,457,4100,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,20.6
5,5400,1900,1515,2585,1000,8,2,3200,6761,500,4200,6,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,19.5
4,5350,1878,1475,2610,875,8,2,2200,6750,426,4000,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,18.7
4,5342,1878,1475,2610,750,8,2,2000,6750,389,4000,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,17.7
4,5342,1878,1475,2610,835,8,2,2150,6750,406,4100,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,17.8
5,5295,1914,1485,2470,503,8,2,1900,6750,304,4000,5,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,17.4
4,5411,1932,1473,2655,1050,8,4,3250,6761,537,4100,6,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,19.5
4,5196,1835,1518,2430,450,8,2,1600,6750,240,4300,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,20.5
4,5222,1872,1462,2450,875,4,2,2200,6750,426,4000,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,18.7
4,4804,1916,1380,2350,750,12,4,1750,5998,610,6000,6,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,16.6
5,5270,1885,1485,2350,658,8,4,2250,6752,218,4200,3,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,16.1
5,5294,2110,1485,2390,750,8,2,2000,6747,389,4000,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,17.8
4,4454,1774,1408,1545,500,6,4,4500,2998,340,5500,6,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,7.8
4,4454,1774,1408,1560,500,6,4,4500,2998,340,5500,8,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,7.1
4,4454,1774,1408,1615,500,6,4,4500,2998,340,5500,8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7.4
5,5091,1902,1540,1835,450,6,4,5200,2998,340,6500,8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8.5
5,4880,1800,1450,1445,200,4,4,3000,2351,136,5500,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,7.6
4,4870,1765,1440,1782,530,8,2,4000,5898,345,5500,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,13.0
6,4848,1763,1377,1358,176,4,2,3200,2190,110,5200,3,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,8.0
5,4851,1762,1377,1419,183,4,2,3200,2490,110,5200,3,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.0
5,4851,1762,1377,1419,251,6,2,2000,3340,162,5200,4,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,9.0
5,4950,1845,1440,1520,264,6,2,4000,3136,177,5200,4,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,9.7
7,5118,2006,1842,2168,340,6,4,3200,3564,275,6600,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,12.0
7,5118,2006,1842,2168,366,6,4,3400,3564,288,6300,6,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,11.7
7,5118,2006,1842,2261,366,6,4,3400,3564,288,6300,6,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,12.5
5,5030,1855,1460,1620,311,6,4,3200,3564,243,6000,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,10.6
5,5030,1855,1460,1585,305,6,2,4000,3791,203,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,10.0
6,5100,1867,1448,1665,312,6,2,4000,3791,208,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,9.8
5,5253,1897,1458,1765,312,6,2,4000,3791,208,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,9.8
5,4949,1842,1384,1478,251,6,2,4000,3136,162,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,10.6
5,4949,1842,1384,1522,305,6,2,3200,3791,175,4700,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,10.6
5,4983,1847,1438,1600,305,6,2,4000,3791,203,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,9.8
5,4983,1847,1438,1645,380,6,2,3600,3791,243,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,10.2
5,4940,1845,1440,1550,256,6,2,4400,2980,172,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,8.1
7,4734,1871,1766,1930,285,6,2,4000,3350,187,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,10.7
7,4734,1871,1766,1860,285,6,2,4000,3350,187,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,10.7
5,5483,1984,1421,1858,454,8,2,3200,5733,264,5000,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.0
5,5526,2028,1531,2045,454,8,2,3200,5733,264,5000,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.0
5,4805,1745,1360,1339,251,6,2,4000,3136,158,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,10.5
5,4805,1746,1360,1337,196,4,4,4800,2260,152,6000,3,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,9.4
5,4805,1732,1360,1345,251,6,2,4000,3136,158,5200,4,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,10.5
5,3460,1618,1465,870,90,3,4,4000,998,50,6000,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,4.2
5,3605,1468,1470,720,62,3,2,4500,796,40,5000,4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,4.4
5,3605,1468,1470,720,62,3,2,4500,796,40,5000,4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,4.4
5,5615,1940,1460,1940,346,8,2,2400,5001,173,4200,4,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,12.4
5,5615,1940,1460,1940,407,8,2,2400,5733,188,3800,4,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,14.6
5,4828,1795,1441,1625,245,6,4,3400,2597,185,6000,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,10.7
5,4828,1795,1441,1625,245,6,4,3400,2597,185,6000,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,10.2
5,4828,1793,1440,1628,296,6,4,3400,3175,223,6000,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.7
5,4828,1793,1440,1628,296,6,4,3400,3175,223,6000,5,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,11.0
5,4865,1793,1455,1745,536,8,2,4800,5665,400,6000,6,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,13.1
5,5326,1946,1422,1809,407,8,4,4000,4565,273,5600,4,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,12.0
5,5326,1946,1431,1703,373,8,2,3100,4892,204,4400,4,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,11.0
5,5258,1890,1440,1840,407,8,4,4000,4565,279,5600,4,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,10.0
